step,stayUtil
0,4.50019
1,4.55269
2,4.60355
3,4.65284
4,4.70062
5,4.74695
6,4.79189
7,4.83548
8,4.87778
9,4.91883
10,4.95868
11,4.99737
12,5.03495
13,5.07144
14,5.1069
15,5.14136
16,5.17484
17,5.20739
18,5.23904
19,5.26981
20,5.29973
21,5.32884
22,5.35716
23,5.38471
24,5.41152
25,5.43761
26,5.46301
27,5.48773
28,5.5118
29,5.53524
30,5.55807
31,5.58031
32,5.60197
33,5.62306
34,5.64362
35,5.66365
36,5.68317
37,5.7022
38,5.72074
39,5.73882
40,5.75645
41,5.77363
42,5.79038
43,5.80672
44,5.82265
45,5.8382
46,5.85335
47,5.86814
48,5.88257
49,5.89664
50,5.91037
51,5.92377
52,5.93684
53,5.9496
54,5.96206
55,5.97421
56,5.98608
57,5.99766
58,6.00896
59,6.02
60,6.03078
61,6.0413
62,6.05157
63,6.0616
64,6.0714
65,6.08097
66,6.09031
67,6.09944
68,6.10835
69,6.11706
70,6.12556
71,6.13387
72,6.14198
73,6.14991
74,6.15766
75,6.16522
76,6.17262
77,6.17984
78,6.1869
79,6.1938
80,6.20054
81,6.20713
82,6.21357
83,6.21986
84,6.22601
85,6.23202
86,6.23789
87,6.24363
88,6.24925
89,6.25473
90,6.26009
91,6.26534
92,6.27046
93,6.27547
94,6.28037
95,6.28516
96,6.28984
97,6.29441
98,6.29889
99,6.30326
100,6.30754
101,6.31172
102,6.31581
103,6.31981
104,6.32372
105,6.32754
106,6.33128
107,6.33494
108,6.33852
109,6.34201
110,6.34543
111,6.34878
112,6.35205
113,6.35525
114,6.35837
115,6.36143
116,6.36443
117,6.36735
118,6.37022
119,6.37302
120,6.37575
121,6.37843
122,6.38105
123,6.38362
124,6.38612
125,6.38858
126,6.39097
127,6.39332
128,6.39562
129,6.39786
130,6.40006
131,6.40221
132,6.40431
133,6.40637
134,6.40838
135,6.41035
136,6.41227
137,6.41415
138,6.416
139,6.4178
140,6.41956
141,6.42129
142,6.42298
143,6.42463
144,6.42624
145,6.42783
146,6.42937
147,6.43089
148,6.43237
149,6.43381
150,6.43523
151,6.43662
152,6.43798
153,6.4393
154,6.4406
155,6.44187
156,6.44312
157,6.44433
158,6.44552
159,6.44669
160,6.44783
161,6.44895
162,6.45004
163,6.4511
164,6.45215
165,6.45317
166,6.45417
167,6.45515
168,6.45611
169,6.45705
170,6.45796
171,6.45886
172,6.45974
173,6.4606
174,6.46144
175,6.46226
176,6.46307
177,6.46386
178,6.46463
179,6.46538
180,6.46612
181,6.46685
182,6.46755
183,6.46825
184,6.46892
185,6.46959
186,6.47023
187,6.47087
188,6.47149
189,6.4721
190,6.47269
191,6.47327
192,6.47384
193,6.4744
194,6.47495
195,6.47548
196,6.476
197,6.47652
198,6.47702
199,6.47751
200,6.47799
201,6.47845
202,6.47891
203,6.47936
204,6.4798
205,6.48023
206,6.48065
207,6.48107
208,6.48147
209,6.48186
210,6.48225
211,6.48263
212,6.483
213,6.48336
214,6.48371
215,6.48406
216,6.4844
217,6.48473
218,6.48506
219,6.48538
220,6.48569
221,6.48599
222,6.48629
223,6.48658
224,6.48687
225,6.48715
226,6.48742
227,6.48769
228,6.48795
229,6.48821
230,6.48846
231,6.4887
232,6.48894
233,6.48918
234,6.48941
235,6.48963
236,6.48985
237,6.49007
238,6.49028
239,6.49049
240,6.49069
241,6.49089
242,6.49108
243,6.49127
244,6.49146
245,6.49164
246,6.49182
247,6.49199
248,6.49216
249,6.49233
250,6.49249
251,6.49265
252,6.49281
253,6.49296
254,6.49311
255,6.49326
256,6.4934
257,6.49354
258,6.49368
259,6.49381
260,6.49394
261,6.49407
262,6.4942
263,6.49432
264,6.49444
265,6.49456
266,6.49468
267,6.49479
268,6.4949
269,6.49501
270,6.49512
271,6.49522
272,6.49532
273,6.49542
274,6.49552
275,6.49561
276,6.49571
277,6.4958
278,6.49589
279,6.49597
280,6.49606
281,6.49614
282,6.49623
283,6.49631
284,6.49638
285,6.49646
286,6.49654
287,6.49661
288,6.49668
289,6.49675
290,6.49682
291,6.49689
292,6.49696
293,6.49702
294,6.49708
295,6.49715
296,6.49721
297,6.49727
298,6.49732
299,6.49738
300,6.49744
301,6.49749
302,6.49754
303,6.4976
304,6.49765
305,6.4977
306,6.49775
307,6.49779
308,6.49784
309,6.49789
310,6.49793
311,6.49798
312,6.49802
313,6.49806
314,6.4981
315,6.49814
316,6.49818
317,6.49822
318,6.49826
319,6.4983
320,6.49833
321,6.49837
322,6.4984
323,6.49844
324,6.49847
325,6.4985
326,6.49853
327,6.49857
328,6.4986
329,6.49863
330,6.49865
331,6.49868
332,6.49871
333,6.49874
334,6.49877
335,6.49879
336,6.49882
337,6.49884
338,6.49887
339,6.49889
340,6.49892
341,6.49894
342,6.49896
343,6.49898
344,6.499
345,6.49903
346,6.49905
347,6.49907
348,6.49909
349,6.49911
350,6.49912
351,6.49914
352,6.49916
353,6.49918
354,6.4992
355,6.49921
356,6.49923
357,6.49925
358,6.49926
359,6.49928
360,6.49929
361,6.49931
362,6.49932
363,6.49934
364,6.49935
365,6.49937
366,6.49938
367,6.49939
368,6.49941
369,6.49942
370,6.49943
371,6.49944
372,6.49945
373,6.49947
374,6.49948
375,6.49949
376,6.4995
377,6.49951
378,6.49952
379,6.49953
380,6.49954
381,6.49955
382,6.49956
383,6.49957
384,6.49958
385,6.49959
386,6.4996
387,6.49961
388,6.49961
389,6.49962
390,6.49963
391,6.49964
392,6.49965
393,6.49965
394,6.49966
395,6.49967
396,6.49967
397,6.49968
398,6.49969
399,6.4997
400,6.4997
401,6.49971
402,6.49971
403,6.49972
404,6.49973
405,6.49973
406,6.49974
407,6.49974
408,6.49975
409,6.49975
410,6.49976
411,6.49976
412,6.49977
413,6.49977
414,6.49978
415,6.49978
416,6.49979
417,6.49979
418,6.4998
419,6.4998
420,6.49981
421,6.49981
422,6.49981
423,6.49982
424,6.49982
425,6.49983
426,6.49983
427,6.49983
428,6.49984
429,6.49984
430,6.49984
431,6.49985
432,6.49985
433,6.49985
434,6.49986
435,6.49986
436,6.49986
437,6.49987
438,6.49987
439,6.49987
440,6.49987
441,6.49988
442,6.49988
443,6.49988
444,6.49988
445,6.49989
446,6.49989
447,6.49989
448,6.49989
449,6.4999
450,6.4999
451,6.4999
452,6.4999
453,6.4999
454,6.49991
455,6.49991
456,6.49991
457,6.49991
458,6.49991
459,6.49992
460,6.49992
461,6.49992
462,6.49992
463,6.49992
464,6.49993
465,6.49993
466,6.49993
467,6.49993
468,6.49993
469,6.49993
470,6.49993
471,6.49994
472,6.49994
473,6.49994
474,6.49994
475,6.49994
476,6.49994
477,6.49994
478,6.49994
479,6.49995
480,6.49995
481,6.49995
482,6.49995
483,6.49995
484,6.49995
485,6.49995
486,6.49995
487,6.49995
488,6.49996
489,6.49996
490,6.49996
491,6.49996
492,6.49996
493,6.49996
494,6.49996
495,6.49996
496,6.49996
497,6.49996
498,6.49996
499,6.49997
500,6.49997
501,6.49997
502,6.49997
503,6.49997
504,6.49997
505,6.49997
506,6.49997
507,6.49997
508,6.49997
509,6.49997
510,6.49997
511,6.49997
512,6.49997
513,6.49997
514,6.49997
515,6.49998
516,6.49998
517,6.49998
518,6.49998
519,6.49998
520,6.49998
521,6.49998
522,6.49998
523,6.49998
524,6.49998
525,6.49998
526,6.49998
527,6.49998
528,6.49998
529,6.49998
530,6.49998
531,6.49998
532,6.49998
533,6.49998
534,6.49998
535,6.49998
536,6.49998
537,6.49998
538,6.49999
539,6.49999
540,6.49999
541,6.49999
542,6.49999
543,6.49999
544,6.49999
545,6.49999
546,6.49999
547,6.49999
548,6.49999
549,6.49999
550,6.49999
551,6.49999
552,6.49999
553,6.49999
554,6.49999
555,6.49999
556,6.49999
557,6.49999
558,6.49999
559,6.49999
560,6.49999
561,6.49999
562,6.49999
563,6.49999
564,6.49999
565,6.49999
566,6.49999
567,6.49999
568,6.49999
569,6.49999
570,6.49999
571,6.49999
572,6.49999
573,6.49999
574,6.49999
575,6.49999
576,6.49999
577,6.49999
578,6.49999
579,6.49999
580,6.49999
581,6.49999
582,6.49999
583,6.49999
584,6.49999
585,6.5
586,6.5
587,6.5
588,6.5
589,6.5
590,6.5
591,6.5
592,6.5
593,6.5
594,6.5
595,6.5
596,6.5
597,6.5
598,6.5
599,6.5
600,6.5
601,6.5
602,6.5
603,6.5
604,6.5
605,6.5
606,6.5
607,6.5
