step,0,1,2,3,4,5,6,7
0,10,6.99987,3.00013,6.99987,3.00013,3.38628e-07,6.99987,3.00013
1,10,6.96488,3.03512,6.96488,3.03512,3.34903e-07,6.96488,3.03512
2,10,6.92744,3.07256,6.92744,3.07256,3.31093e-07,6.92744,3.07256
3,10,6.88972,3.11028,6.88972,3.11028,3.27304e-07,6.88972,3.11028
4,10,6.85247,3.14753,6.85247,3.14753,3.23571e-07,6.85247,3.14753
5,10,6.81576,3.18424,6.81576,3.18424,3.19896e-07,6.81576,3.18424
6,10,6.78012,3.21988,6.78012,3.21988,3.16304e-07,6.78012,3.21988
7,10,6.74552,3.25448,6.74552,3.25448,3.12791e-07,6.74552,3.25448
8,10,6.71191,3.28809,6.71191,3.28809,3.09356e-07,6.71191,3.28809
9,10,6.67925,3.32075,6.67925,3.32075,3.05995e-07,6.67925,3.32075
10,10,6.64751,3.35249,6.64751,3.35249,3.02705e-07,6.64751,3.35249
11,10,6.61666,3.38334,6.61666,3.38334,2.99484e-07,6.61666,3.38334
12,10,6.58666,3.41334,6.58666,3.41334,2.96329e-07,6.58666,3.41334
13,10,6.55748,3.44252,6.55748,3.44252,2.93238e-07,6.55748,3.44252
14,10,6.52909,3.47091,6.52909,3.47091,2.90209e-07,6.52909,3.47091
15,10,6.50147,3.49853,6.50147,3.49853,2.8724e-07,6.50147,3.49853
16,10,6.47458,3.52542,6.47458,3.52542,2.84329e-07,6.47458,3.52542
17,10,6.44841,3.55159,6.44841,3.55159,2.81473e-07,6.44841,3.55159
18,10,6.42292,3.57708,6.42292,3.57708,2.78672e-07,6.42292,3.57708
19,10,6.39809,3.60191,6.39809,3.60191,2.75923e-07,6.39809,3.60191
20,10,6.37391,3.62609,6.37391,3.62609,2.73224e-07,6.37391,3.62609
21,10,6.35034,3.64966,6.35034,3.64966,2.70575e-07,6.35034,3.64966
22,10,6.3271,3.6729,6.3271,3.6729,2.67961e-07,6.3271,3.6729
23,10,6.30418,3.69582,6.30418,3.69582,2.65383e-07,6.30418,3.69582
24,10,6.28159,3.71841,6.28159,3.71841,2.62839e-07,6.28159,3.71841
25,10,6.25932,3.74068,6.25932,3.74068,2.60331e-07,6.25932,3.74068
26,10,6.23719,3.76281,6.23719,3.76281,2.57848e-07,6.23719,3.76281
27,10,6.21522,3.78478,6.21522,3.78478,2.55393e-07,6.21522,3.78478
28,10,6.19383,3.80617,6.19383,3.80617,2.52982e-07,6.19383,3.80617
29,10,6.173,3.827,6.173,3.827,2.50613e-07,6.173,3.827
30,10,6.15272,3.84728,6.15272,3.84728,2.48286e-07,6.15272,3.84728
31,10,6.13297,3.86703,6.13297,3.86703,2.45999e-07,6.13297,3.86703
32,10,6.11373,3.88627,6.11373,3.88627,2.43751e-07,6.11373,3.88627
33,10,6.09499,3.90501,6.09499,3.90501,2.41542e-07,6.09499,3.90501
34,10,6.07672,3.92328,6.07672,3.92328,2.39368e-07,6.07672,3.92328
35,10,6.05892,3.94108,6.05892,3.94108,2.37231e-07,6.05892,3.94108
36,10,6.04157,3.95843,6.04157,3.95843,2.35128e-07,6.04157,3.95843
37,10,6.02465,3.97535,6.02465,3.97535,2.33059e-07,6.02465,3.97535
38,10,6.00816,3.99184,6.00816,3.99184,2.31023e-07,6.00816,3.99184
39,10,5.99208,4.00792,5.99208,4.00792,2.29019e-07,5.99208,4.00792
40,10,5.9764,4.0236,5.9764,4.0236,2.27045e-07,5.9764,4.0236
41,10,5.96111,4.03889,5.96111,4.03889,2.25102e-07,5.96111,4.03889
42,10,5.94619,4.05381,5.94619,4.05381,2.23188e-07,5.94619,4.05381
43,10,5.93163,4.06837,5.93163,4.06837,2.21302e-07,5.93163,4.06837
44,10,5.91743,4.08257,5.91743,4.08257,2.19445e-07,5.91743,4.08257
45,10,5.90357,4.09643,5.90357,4.09643,2.17614e-07,5.90357,4.09643
46,10,5.89004,4.10996,5.89004,4.10996,2.1581e-07,5.89004,4.10996
47,10,5.87684,4.12316,5.87684,4.12316,2.14031e-07,5.87684,4.12316
48,10,5.86395,4.13605,5.86395,4.13605,2.12278e-07,5.86395,4.13605
49,10,5.85137,4.14863,5.85137,4.14863,2.10548e-07,5.85137,4.14863
50,10,5.83909,4.16091,5.83909,4.16091,2.08843e-07,5.83909,4.16091
51,10,5.82709,4.17291,5.82709,4.17291,2.07161e-07,5.82709,4.17291
52,10,5.81538,4.18462,5.81537,4.18462,2.05501e-07,5.81537,4.18463
53,10,5.80393,4.19607,5.80393,4.19607,2.03864e-07,5.80393,4.19607
54,10,5.79276,4.20724,5.79276,4.20724,2.02248e-07,5.79276,4.20724
