step,0,1,2,3
0,1.56255,-1.5,6.06255,1.1251
1,1.57575,-2.00709,5.56866,1.1515
2,1.59004,-2.21714,5.3729,1.18008
3,1.60462,-2.31957,5.28504,1.20923
4,1.61918,-2.41056,5.20863,1.23837
5,1.63371,-2.41954,5.21418,1.26742
6,1.64798,-2.42843,5.21955,1.29595
7,1.66198,-2.43723,5.22474,1.32396
8,1.67572,-2.44596,5.22976,1.35145
9,1.68921,-2.4546,5.23461,1.37842
10,1.70245,-2.46317,5.23928,1.4049
11,1.71544,-2.47166,5.24378,1.43088
12,1.72818,-2.48008,5.2481,1.45636
13,1.74069,-2.48843,5.25226,1.48137
14,1.75295,-2.4967,5.25625,1.5059
15,1.76498,-2.50491,5.26007,1.52997
16,1.77679,-2.51306,5.26373,1.55357
17,1.78836,-2.52113,5.26723,1.57673
18,1.79972,-2.52915,5.27057,1.59944
19,1.81086,-2.5371,5.27376,1.62172
20,1.82178,-2.54499,5.27679,1.64357
21,1.8325,-2.59654,5.23596,1.665
22,1.84314,-2.64577,5.19737,1.68628
23,1.85369,-2.69297,5.16072,1.70739
24,1.86416,-2.73838,5.12578,1.72832
25,1.87454,-2.81294,5.0616,1.74908
26,1.88492,-2.8835,5.00142,1.76984
27,1.89528,-2.88452,5.01077,1.79057
28,1.90543,-2.88554,5.01989,1.81087
29,1.91537,-2.88656,5.02881,1.83074
30,1.9251,-2.88758,5.03751,1.85019
31,1.93462,-2.8886,5.04602,1.86924
32,1.94394,-2.88962,5.05432,1.88789
33,1.95307,-2.89064,5.06243,1.90614
34,1.96201,-2.89166,5.07035,1.92402
35,1.97076,-2.89267,5.07808,1.94152
36,1.97932,-2.89369,5.08563,1.95865
37,1.98771,-2.89471,5.09301,1.97542
38,1.99592,-2.89572,5.1002,1.99184
39,2.00396,-2.89673,5.10723,2.00792
40,2.01183,-2.89775,5.11409,2.02367
41,2.01954,-2.89876,5.12078,2.03908
42,2.02709,-2.89977,5.12732,2.05417
43,2.03448,-2.90078,5.13369,2.06895
44,2.04171,-2.90179,5.13992,2.08342
45,2.0488,-2.9028,5.14599,2.09759
46,2.05573,-2.90381,5.15192,2.11147
47,2.06253,-2.90482,5.15771,2.12506
48,2.06918,-2.90583,5.16335,2.13836
49,2.0757,-2.90683,5.16886,2.15139
50,2.08208,-2.90784,5.17424,2.16415
51,2.08832,-2.90884,5.17948,2.17665
52,2.09444,-2.90985,5.18459,2.18889
53,2.10044,-2.91085,5.18958,2.20087
54,2.10631,-2.91186,5.19445,2.21261
55,2.11205,-2.91286,5.1992,2.22411
56,2.11769,-2.91386,5.20383,2.23537
57,2.1232,-2.91486,5.20834,2.2464
58,2.1286,-2.91586,5.21274,2.25721
59,2.1339,-2.91686,5.21704,2.26779
60,2.13908,-2.91786,5.22122,2.27816
61,2.14416,-2.91886,5.2253,2.28832
62,2.14913,-2.91985,5.22928,2.29827
63,2.15401,-2.92085,5.23316,2.30801
64,2.15878,-2.92185,5.23694,2.31756
65,2.16346,-2.92284,5.24062,2.32692
66,2.16804,-2.92384,5.24421,2.33609
67,2.17253,-2.92483,5.2477,2.34507
68,2.17693,-2.92582,5.25111,2.35387
69,2.18125,-2.92682,5.25443,2.36249
70,2.18547,-2.92781,5.25766,2.37094
71,2.18961,-2.9288,5.26081,2.37922
72,2.19367,-2.92979,5.26388,2.38733
73,2.19764,-2.93078,5.26686,2.39528
74,2.20154,-2.93177,5.26977,2.40307
75,2.20536,-2.93276,5.2726,2.41071
76,2.2091,-2.93374,5.27535,2.41819
77,2.21276,-2.93473,5.27803,2.42553
78,2.21636,-2.93572,5.28064,2.43272
79,2.21988,-2.9367,5.28318,2.43976
80,2.22334,-2.93769,5.28565,2.44667
81,2.22672,-2.93867,5.28805,2.45344
82,2.23004,-2.93966,5.29038,2.46008
83,2.23329,-2.94064,5.29265,2.46658
84,2.23648,-2.94162,5.29486,2.47296
85,2.23961,-2.9426,5.297,2.47921
86,2.24267,-2.94358,5.29909,2.48534
87,2.24568,-2.94456,5.30111,2.49135
88,2.24862,-2.94554,5.30308,2.49724
89,2.25151,-2.94652,5.30499,2.50302
90,2.25434,-2.9475,5.30684,2.50868
91,2.25712,-2.94848,5.30864,2.51424
92,2.25984,-2.94946,5.31039,2.51968
93,2.26251,-2.95043,5.31208,2.52503
94,2.26513,-2.95141,5.31372,2.53026
95,2.2677,-2.95238,5.31532,2.5354
96,2.27022,-2.95336,5.31686,2.54044
97,2.27269,-2.95433,5.31836,2.54538
98,2.27511,-2.9553,5.31981,2.55022
99,2.27749,-2.95628,5.32121,2.55497
100,2.27982,-2.95725,5.32257,2.55964
101,2.2821,-2.95822,5.32388,2.56421
102,2.28435,-2.95919,5.32516,2.56869
103,2.28655,-2.96016,5.32639,2.57309
104,2.2887,-2.96113,5.32758,2.57741
105,2.29082,-2.9621,5.32872,2.58164
106,2.2929,-2.96307,5.32983,2.5858
107,2.29494,-2.96403,5.3309,2.58987
108,2.29694,-2.965,5.33194,2.59387
109,2.2989,-2.96597,5.33293,2.59779
110,2.30082,-2.96693,5.33389,2.60164
111,2.30271,-2.9679,5.33482,2.60542
112,2.30456,-2.96886,5.33571,2.60913
113,2.30638,-2.96982,5.33656,2.61277
114,2.30817,-2.99167,5.3165,2.61634
